Model,MemType,Energy,Throughput,Area
32x32,SRAM,0.001225431,44.50715007365933,330.35383742662407
64x64,SRAM,0.000512178,61.46319276701147,194.6023686744
128x128,SRAM,0.00028297109999999995,68.02443437682815,128.7786009978
256x256,SRAM,0.00021539409999999997,71.45562248565528,125.26523215965001
