Model,MemType,Energy,Throughput,Area
32x32,RRAM,0.0008842079999999999,44.50715007365933,325.49084378009604
64x64,RRAM,0.0005264769999999998,61.46319276701147,185.817450666
128x128,RRAM,0.00035196409999999995,68.02443437682815,111.03601923882
256x256,RRAM,0.0002766432000000001,71.45562248565528,82.12881870135001
